"codgeo";"libgeo";"pop2019";"pop0020_2019";"pop6475_2019";"pop7582019";"typoAAV20";"grilledens7";"libaav20";"tx_evol_annuel_1319"
"01320";"Replonges";"3791";"1001";"661";"339";"T02_20";5;"084 - Mâcon";"0.63"
"01321";"Revonnas";"888";"253";"138";"49";"T02_20";6;"080 - Bourg-en-Bresse";"-0.44"
"01322";"Reyrieux";"4984";"1340";"753";"451";"T45_20";4;"002 - Lyon";"2.02"
"01323";"Reyssouze";"989";"249";"182";"87";"T02_20";5;"084 - Mâcon";"0.17"
"01325";"Rignieux-le-Franc";"1032";"257";"209";"40";"T45_20";5;"002 - Lyon";"1.14"
"01328";"Romans";"597";"133";"102";"74";"T02_20";6;"080 - Bourg-en-Bresse";"-0.14"
"01329";"Rossillon";"153";"18";"41";"19";"T01_20";6;"286 - Belley";"1.13"
"01330";"Ruffieu";"182";"30";"44";"23";"T00_30";6;"N/A - hors champ";"-0.97"
"01331";"Saint-Alban";"187";"41";"18";"24";"T00_30";6;"N/A - hors champ";"1.8"
"01332";"Saint-André-de-Bâgé";"779";"205";"137";"39";"T02_20";5;"084 - Mâcon";"1.8"
"01333";"Saint-André-de-Corcy";"3369";"823";"621";"286";"T45_20";5;"002 - Lyon";"2.38"
"01334";"Saint-André-d'Huiriat";"658";"194";"96";"26";"T02_20";6;"084 - Mâcon";"3.13"
"01335";"Saint-André-le-Bouchoux";"402";"138";"54";"23";"T45_20";6;"002 - Lyon";"2.14"
"01336";"Saint-André-sur-Vieux-Jonc";"1174";"317";"199";"83";"T02_20";6;"080 - Bourg-en-Bresse";"0.77"
"01337";"Saint-Bénigne";"1311";"346";"246";"106";"T02_20";6;"084 - Mâcon";"1.12"
"01338";"Groslée-Saint-Benoit";"1227";"332";"243";"88";"T00_30";6;"N/A - hors champ";"0.65"
"01339";"Saint-Bernard";"1463";"336";"301";"174";"T45_20";4;"002 - Lyon";"0.66"
"01342";"Sainte-Croix";"554";"157";"81";"29";"T45_20";6;"002 - Lyon";"0.55"
"01343";"Saint-Cyr-sur-Menthon";"1793";"504";"287";"113";"T02_20";6;"084 - Mâcon";"0.7"
"01344";"Saint-Denis-lès-Bourg";"5943";"1401";"1202";"673";"T02_10";2;"080 - Bourg-en-Bresse";"1.28"
"01345";"Saint-Denis-en-Bugey";"2266";"552";"423";"183";"T01_10";4;"243 - Ambérieu-en-Bugey";"0.37"
"01346";"Saint-Didier-d'Aussiat";"858";"225";"126";"79";"T02_20";6;"080 - Bourg-en-Bresse";"-0.66"
"01347";"Saint-Didier-de-Formans";"2035";"548";"383";"110";"T45_20";4;"002 - Lyon";"1.9"
"01348";"Saint-Didier-sur-Chalaronne";"2938";"776";"483";"266";"T01_10";5;"638 - Saint-Didier-sur-Chalaronne";"0.91"
"01349";"Saint-Éloi";"503";"109";"120";"24";"T45_20";6;"002 - Lyon";"2.1"
"01350";"Saint-Étienne-du-Bois";"2542";"588";"470";"259";"T02_20";6;"080 - Bourg-en-Bresse";"0.13"
"01351";"Saint-Étienne-sur-Chalaronne";"1571";"479";"191";"101";"T00_30";5;"N/A - hors champ";"0.76"
"01352";"Saint-Étienne-sur-Reyssouze";"583";"166";"105";"48";"T02_20";6;"084 - Mâcon";"0.82"
"01353";"Sainte-Euphémie";"1700";"497";"244";"65";"T45_20";4;"002 - Lyon";"0.7"
"01354";"Saint-Genis-Pouilly";"13943";"3944";"1204";"558";"T45_20";2;"GEN - Genève - Annemasse (partie française)";"6.35"
"01355";"Saint-Genis-sur-Menthon";"486";"124";"81";"27";"T02_20";6;"080 - Bourg-en-Bresse";"0.7"
"01356";"Saint-Georges-sur-Renon";"208";"63";"39";"8";"T45_20";6;"002 - Lyon";"-0.47"
"01357";"Saint-Germain-de-Joux";"502";"121";"77";"29";"T00_30";6;"N/A - hors champ";"1"
"01358";"Saint-Germain-les-Paroisses";"429";"102";"87";"41";"T01_20";6;"286 - Belley";"0.84"
"01359";"Saint-Germain-sur-Renon";"246";"55";"53";"12";"T45_20";6;"002 - Lyon";"1.13"
"01360";"Saint-Jean-de-Gonville";"1895";"506";"233";"73";"T45_20";4;"GEN - Genève - Annemasse (partie française)";"3.44"
"01361";"Saint-Jean-de-Niost";"1577";"434";"256";"89";"T45_20";5;"002 - Lyon";"1.68"
"01362";"Saint-Jean-de-Thurigneux";"786";"237";"119";"31";"T45_20";6;"002 - Lyon";"-0.06"
"01363";"Saint-Jean-le-Vieux";"1772";"414";"285";"150";"T01_20";5;"243 - Ambérieu-en-Bugey";"1.25"
"01364";"Saint-Jean-sur-Reyssouze";"756";"176";"158";"71";"T02_20";7;"080 - Bourg-en-Bresse";"0.52"
"01365";"Saint-Jean-sur-Veyle";"1162";"319";"223";"75";"T02_20";6;"084 - Mâcon";"1.29"
"01366";"Sainte-Julie";"1082";"340";"110";"44";"T45_20";5;"002 - Lyon";"2.07"
"01367";"Saint-Julien-sur-Reyssouze";"746";"207";"123";"79";"T02_20";6;"080 - Bourg-en-Bresse";"-0.02"
"01368";"Saint-Julien-sur-Veyle";"838";"247";"120";"50";"T00_30";6;"N/A - hors champ";"1.82"
"01369";"Saint-Just";"942";"210";"196";"71";"T02_20";5;"080 - Bourg-en-Bresse";"0.88"
"01370";"Saint-Laurent-sur-Saône";"1688";"283";"240";"214";"T02_10";2;"084 - Mâcon";"-0.89"
"01371";"Saint-Marcel";"1242";"333";"146";"40";"T45_20";5;"002 - Lyon";"-1.06"
"01372";"Saint-Martin-de-Bavel";"444";"132";"77";"39";"T01_20";6;"286 - Belley";"0.65"
"01373";"Saint-Martin-du-Frêne";"1023";"220";"167";"94";"T00_30";5;"N/A - hors champ";"-1.22"
"01374";"Saint-Martin-du-Mont";"1871";"481";"337";"131";"T02_20";6;"080 - Bourg-en-Bresse";"1.44"
"01375";"Saint-Martin-le-Châtel";"782";"202";"142";"53";"T02_20";6;"080 - Bourg-en-Bresse";"-0.38"
"01376";"Saint-Maurice-de-Beynost";"3962";"1024";"567";"372";"T45_20";2;"002 - Lyon";"0.25"
"01378";"Saint-Maurice-de-Gourdans";"2645";"718";"386";"158";"T45_20";5;"002 - Lyon";"1.15"
"01379";"Saint-Maurice-de-Rémens";"760";"217";"110";"47";"T45_20";6;"002 - Lyon";"0.58"
"01380";"Saint-Nizier-le-Bouchoux";"632";"141";"138";"82";"T02_20";7;"080 - Bourg-en-Bresse";"-1.41"
"01381";"Saint-Nizier-le-Désert";"921";"284";"124";"39";"T45_20";6;"002 - Lyon";"0.5"
"01382";"Sainte-Olive";"279";"72";"50";"15";"T45_20";6;"002 - Lyon";"-0.87"
"01383";"Saint-Paul-de-Varax";"1562";"455";"261";"91";"T45_20";5;"002 - Lyon";"0.96"
"01384";"Saint-Rambert-en-Bugey";"2188";"565";"339";"252";"T01_20";5;"243 - Ambérieu-en-Bugey";"-0.39"
"01385";"Saint-Rémy";"985";"231";"172";"73";"T02_20";5;"080 - Bourg-en-Bresse";"0.15"
"01386";"Saint-Sorlin-en-Bugey";"1127";"280";"192";"95";"T01_10";3;"505 - Lagnieu";"0.57"
"01387";"Saint-Sulpice";"256";"85";"29";"11";"T02_20";6;"080 - Bourg-en-Bresse";"4.73"
"01388";"Saint-Trivier-de-Courtes";"1102";"223";"219";"224";"T00_30";5;"N/A - hors champ";"0.17"
"01389";"Saint-Trivier-sur-Moignans";"1834";"439";"282";"191";"T45_20";5;"002 - Lyon";"0.07"
"01390";"Saint-Vulbas";"1246";"324";"150";"101";"T45_20";6;"002 - Lyon";"2.6"
"01391";"Salavre";"271";"41";"79";"38";"T02_20";7;"080 - Bourg-en-Bresse";"-1.12"
"01392";"Samognat";"656";"165";"101";"36";"T02_20";6;"168 - Oyonnax";"-0.52"
"01393";"Sandrans";"544";"175";"69";"25";"T45_20";6;"002 - Lyon";"1.15"
"01396";"Sault-Brénaz";"977";"222";"172";"95";"T00_30";6;"N/A - hors champ";"-0.97"
"01397";"Sauverny";"978";"230";"193";"57";"T45_20";4;"GEN - Genève - Annemasse (partie française)";"-1.32"
"01398";"Savigneux";"1421";"414";"163";"75";"T45_20";5;"002 - Lyon";"2.35"
"01399";"Ségny";"2107";"562";"262";"103";"T45_20";4;"GEN - Genève - Annemasse (partie française)";"1.98"
"01400";"Seillonnaz";"139";"29";"29";"11";"T00_30";7;"N/A - hors champ";"-0.24"
"01401";"Sergy";"2167";"649";"265";"140";"T45_20";4;"GEN - Genève - Annemasse (partie française)";"1.11"
"01402";"Sermoyer";"652";"148";"123";"73";"T00_30";6;"N/A - hors champ";"-0.58"
"01403";"Serrières-de-Briord";"1295";"317";"192";"139";"T00_30";5;"N/A - hors champ";"0.01"
"01404";"Serrières-sur-Ain";"135";"24";"32";"14";"T00_30";7;"N/A - hors champ";"1.29"
"01405";"Servas";"1280";"369";"186";"56";"T02_20";5;"080 - Bourg-en-Bresse";"1.1"
"01406";"Servignat";"174";"39";"41";"15";"T00_30";7;"N/A - hors champ";"0.49"
"01407";"Seyssel";"1002";"243";"173";"72";"T00_30";5;"N/A - hors champ";"0.63"
"01408";"Simandre-sur-Suran";"661";"173";"119";"41";"T02_20";6;"080 - Bourg-en-Bresse";"-0.81"
"01410";"Sonthonnax-la-Montagne";"300";"74";"57";"10";"T02_20";6;"168 - Oyonnax";"-1.07"
"01411";"Souclin";"273";"70";"43";"21";"T01_20";6;"505 - Lagnieu";"0.56"
"01412";"Sulignat";"595";"162";"84";"42";"T00_30";6;"N/A - hors champ";"1.11"
"01415";"Talissieu";"499";"89";"99";"90";"T01_20";6;"652 - Culoz";"2.27"
"01416";"Tenay";"1014";"222";"187";"127";"T00_30";5;"N/A - hors champ";"-0.85"
"01418";"Thil";"1087";"287";"169";"65";"T45_20";5;"002 - Lyon";"1.05"
"01419";"Thoiry";"6021";"1639";"694";"268";"T45_20";4;"GEN - Genève - Annemasse (partie française)";"0.04"
"01420";"Thoissey";"1690";"345";"273";"310";"T01_10";5;"638 - Saint-Didier-sur-Chalaronne";"0.6"
"01421";"Torcieu";"729";"183";"126";"54";"T01_20";6;"243 - Ambérieu-en-Bugey";"0.23"
"01422";"Tossiat";"1355";"326";"252";"95";"T02_20";5;"080 - Bourg-en-Bresse";"0.02"
"01423";"Toussieux";"1124";"336";"128";"40";"T45_20";4;"002 - Lyon";"5.61"
"01424";"Tramoyes";"1776";"450";"286";"104";"T45_20";5;"002 - Lyon";"1.16"
"01425";"La Tranclière";"288";"66";"51";"29";"T02_20";6;"080 - Bourg-en-Bresse";"-0.57"
"01426";"Val-Revermont";"2538";"607";"475";"205";"T02_20";6;"080 - Bourg-en-Bresse";"0.09"
"01427";"Trévoux";"6920";"1924";"1009";"426";"T45_20";4;"002 - Lyon";"0.52"
"01428";"Valeins";"126";"41";"15";"7";"T00_30";6;"N/A - hors champ";"0.96"
"01429";"Vandeins";"707";"196";"116";"43";"T02_20";6;"080 - Bourg-en-Bresse";"0.87"
"01430";"Varambon";"619";"160";"108";"33";"T01_20";6;"243 - Ambérieu-en-Bugey";"2.72"
"01431";"Vaux-en-Bugey";"1227";"315";"187";"116";"T01_20";4;"243 - Ambérieu-en-Bugey";"0.16"
"01432";"Verjon";"323";"84";"58";"22";"T02_20";6;"080 - Bourg-en-Bresse";"3.75"
"01433";"Vernoux";"313";"87";"38";"15";"T00_30";6;"N/A - hors champ";"-0.47"
"01434";"Versailleux";"472";"137";"47";"33";"T45_20";6;"002 - Lyon";"3.91"
"01435";"Versonnex";"2157";"624";"262";"91";"T45_20";4;"GEN - Genève - Annemasse (partie française)";"0"
"01436";"Vesancy";"481";"106";"69";"38";"T45_20";4;"GEN - Genève - Annemasse (partie française)";"-1.51"
"01437";"Vescours";"223";"63";"37";"19";"T00_30";7;"N/A - hors champ";"-0.8"
"01439";"Vésines";"99";"24";"20";"5";"T02_20";6;"084 - Mâcon";"0"
"01441";"Vieu-d'Izenave";"734";"211";"110";"46";"T00_30";6;"N/A - hors champ";"1.28"
"01443";"Villars-les-Dombes";"4978";"1120";"821";"557";"T45_20";5;"002 - Lyon";"1.89"
"01444";"Villebois";"1196";"298";"254";"65";"T00_30";6;"N/A - hors champ";"0.51"
"01445";"Villemotier";"615";"180";"113";"32";"T02_20";6;"080 - Bourg-en-Bresse";"-1.02"
"01446";"Villeneuve";"1548";"445";"212";"66";"T45_20";5;"002 - Lyon";"1.44"
"01447";"Villereversure";"1342";"315";"231";"171";"T02_20";6;"080 - Bourg-en-Bresse";"1.68"
"01448";"Villes";"389";"92";"60";"24";"T45_20";6;"GEN - Genève - Annemasse (partie française)";"1.73"
"01449";"Villette-sur-Ain";"759";"210";"123";"27";"T00_30";5;"N/A - hors champ";"1.82"
"01450";"Villieu-Loyes-Mollon";"3717";"1085";"516";"232";"T45_20";4;"002 - Lyon";"1.75"
"01451";"Viriat";"6595";"1681";"1150";"555";"T02_20";5;"080 - Bourg-en-Bresse";"0.88"
"01452";"Virieu-le-Grand";"1132";"277";"190";"91";"T01_20";6;"286 - Belley";"0.36"
"01453";"Arvière-en-Valromey";"710";"127";"152";"67";"T00_30";6;"N/A - hors champ";"0"
"01454";"Virignin";"1112";"316";"148";"62";"T01_20";5;"286 - Belley";"1.84"
"01456";"Vongnes";"71";"12";"21";"9";"T01_20";6;"286 - Belley";"-0.46"
"01457";"Vonnas";"3181";"855";"573";"332";"T02_20";5;"080 - Bourg-en-Bresse";"1.44"
"02001";"Abbécourt";"502";"134";"71";"32";"T01_20";4;"273 - Chauny";"-0.74"
"02002";"Achery";"610";"171";"106";"47";"T01_20";6;"283 - Tergnier";"-0.27"
"02003";"Acy";"1021";"251";"196";"85";"T02_20";5;"128 - Soissons";"0.08"
"02004";"Agnicourt-et-Séchelles";"182";"37";"40";"15";"T00_30";6;"N/A - hors champ";"-1.23"
"02005";"Aguilcourt";"380";"102";"75";"18";"T03_20";6;"036 - Reims";"-0.64"
"02006";"Aisonville-et-Bernoville";"262";"53";"52";"19";"T00_30";6;"N/A - hors champ";"-0.19"
"02007";"Aizelles";"122";"20";"19";"12";"T03_20";6;"036 - Reims";"0.99"
"02008";"Aizy-Jouy";"294";"92";"38";"13";"T02_20";6;"128 - Soissons";"-0.56"
"02009";"Alaincourt";"534";"156";"110";"27";"T02_20";5;"094 - Saint-Quentin";"0.16"
"02010";"Allemant";"173";"52";"26";"1";"T02_20";6;"128 - Soissons";"0"
"02011";"Ambleny";"1138";"286";"231";"90";"T02_20";5;"128 - Soissons";"0.09"
"02012";"Ambrief";"71";"16";"13";"2";"T02_20";6;"128 - Soissons";"0.72"
"02013";"Amifontaine";"386";"99";"69";"24";"T03_20";6;"036 - Reims";"-1.16"
"02014";"Amigny-Rouy";"729";"194";"142";"40";"T01_20";5;"273 - Chauny";"-0.29"
"02015";"Ancienville";"72";"14";"17";"3";"T45_20";6;"001 - Paris";"-1.74"
"02016";"Andelain";"216";"65";"33";"13";"T01_20";6;"283 - Tergnier";"0.63"
"02017";"Anguilcourt-le-Sart";"323";"102";"47";"19";"T01_20";6;"283 - Tergnier";"1.02"
"02018";"Anizy-le-Grand";"2574";"669";"496";"230";"T02_20";5;"136 - Laon";"0.39"
"02019";"Annois";"362";"78";"77";"32";"T00_30";6;"N/A - hors champ";"-1.02"
"02020";"Any-Martin-Rieux";"455";"112";"97";"44";"T01_20";6;"308 - Hirson";"-0.33"
"02021";"Archon";"84";"20";"10";"11";"T00_30";6;"N/A - hors champ";"0.2"
"02022";"Arcy-Sainte-Restitue";"403";"99";"71";"34";"T00_30";6;"N/A - hors champ";"-0.21"
"02023";"Armentières-sur-Ourcq";"102";"23";"17";"6";"T01_20";6;"209 - Château-Thierry";"-0.95"
"02024";"Arrancy";"51";"10";"7";"10";"T03_20";7;"036 - Reims";"-0.95"
"02025";"Artemps";"367";"96";"68";"23";"T02_20";6;"094 - Saint-Quentin";"0.23"
"02027";"Assis-sur-Serre";"214";"41";"48";"16";"T02_20";6;"136 - Laon";"-2.49"
"02028";"Athies-sous-Laon";"2606";"656";"455";"237";"T02_20";5;"136 - Laon";"-0.06"
"02029";"Attilly";"354";"81";"75";"24";"T02_20";6;"094 - Saint-Quentin";"-0.96"
"02030";"Aubencheul-aux-Bois";"257";"56";"58";"32";"T02_20";6;"094 - Saint-Quentin";"-2.33"
"02031";"Aubenton";"661";"160";"108";"76";"T01_20";6;"308 - Hirson";"-0.08"
"02032";"Aubigny-aux-Kaisnes";"253";"70";"34";"17";"T00_30";6;"N/A - hors champ";"0.88"
"02033";"Aubigny-en-Laonnois";"104";"20";"28";"4";"T00_30";6;"N/A - hors champ";"-0.63"
"02034";"Audignicourt";"121";"36";"18";"4";"T00_30";6;"N/A - hors champ";"2.72"
"02035";"Audigny";"280";"96";"34";"17";"T01_20";6;"466 - Guise";"-0.18"
"02036";"Augy";"72";"14";"7";"9";"T02_20";6;"128 - Soissons";"-3.29"
"02037";"Aulnois-sous-Laon";"1386";"382";"247";"92";"T02_20";5;"136 - Laon";"-0.14"
"02038";"Les Autels";"59";"13";"13";"14";"T00_30";7;"N/A - hors champ";"-3.71"
"02039";"Autremencourt";"173";"61";"19";"12";"T02_20";6;"136 - Laon";"-0.38"
"02040";"Autreppes";"180";"54";"22";"19";"T00_30";6;"N/A - hors champ";"0.28"
"02041";"Autreville";"807";"191";"153";"80";"T01_20";5;"273 - Chauny";"-0.41"
"02042";"Azy-sur-Marne";"384";"81";"79";"32";"T45_20";6;"001 - Paris";"-1.01"
"02043";"Bagneux";"65";"16";"9";"5";"T02_20";6;"128 - Soissons";"-1.46"
"02044";"Bancigny";"25";"8";"7";"0";"T00_30";7;"N/A - hors champ";"-2.44"
"02046";"Barenton-Bugny";"557";"133";"96";"41";"T02_20";6;"136 - Laon";"0.03"
"02047";"Barenton-Cel";"108";"22";"19";"8";"T02_20";6;"136 - Laon";"-3.04"
"02048";"Barenton-sur-Serre";"133";"35";"20";"8";"T02_20";6;"136 - Laon";"2.16"
"02049";"Barisis-aux-Bois";"739";"175";"160";"62";"T00_30";5;"N/A - hors champ";"0"
"02050";"Barzy-en-Thiérache";"323";"90";"53";"24";"T01_20";6;"494 - Le Nouvion-en-Thiérache";"0.47"
"02051";"Barzy-sur-Marne";"391";"91";"75";"44";"T00_30";6;"N/A - hors champ";"0.26"
"02052";"Bassoles-Aulers";"135";"34";"25";"9";"T02_20";6;"128 - Soissons";"-0.95"
"02053";"Vallées en Champagne";"571";"127";"102";"58";"T00_30";7;"N/A - hors champ";"0.41"
"02054";"Bazoches-et-Saint-Thibaut";"542";"148";"88";"38";"T03_20";6;"036 - Reims";"0.41"
"02055";"Beaumé";"88";"12";"22";"13";"T01_20";7;"308 - Hirson";"-1.94"
"02056";"Beaumont-en-Beine";"179";"54";"28";"9";"T00_30";6;"N/A - hors champ";"0.86"
"02057";"Beaurevoir";"1406";"345";"226";"174";"T02_20";5;"094 - Saint-Quentin";"-0.73"
"02058";"Beaurieux";"856";"267";"116";"59";"T03_20";6;"036 - Reims";"1.07"
"02059";"Beautor";"2714";"702";"479";"243";"T01_10";4;"283 - Tergnier";"0.14"
"02060";"Beauvois-en-Vermandois";"257";"52";"45";"28";"T02_20";6;"094 - Saint-Quentin";"-1.65"
"02061";"Becquigny";"246";"75";"33";"12";"T01_20";6;"571 - Bohain-en-Vermandois";"-2.42"
"02062";"Belleau";"137";"39";"21";"9";"T45_20";6;"001 - Paris";"-0.48"
"02063";"Bellenglise";"378";"97";"58";"22";"T02_20";6;"094 - Saint-Quentin";"-0.18"
"02064";"Belleu";"3832";"759";"750";"598";"T02_10";2;"128 - Soissons";"-0.13"
"02065";"Bellicourt";"600";"163";"97";"39";"T02_20";5;"094 - Saint-Quentin";"-0.91"
"02066";"Benay";"196";"47";"45";"13";"T02_20";6;"094 - Saint-Quentin";"-1.3"
"02067";"Bergues-sur-Sambre";"210";"48";"43";"17";"T01_20";6;"494 - Le Nouvion-en-Thiérache";"-0.55"
"02068";"Berlancourt";"88";"24";"13";"8";"T00_30";7;"N/A - hors champ";"-3.36"
"02069";"Berlise";"105";"30";"16";"14";"T00_30";7;"N/A - hors champ";"-2.34"
"02070";"Bernot";"445";"113";"76";"37";"T02_20";6;"094 - Saint-Quentin";"0.04"
"02071";"Berny-Rivière";"658";"180";"125";"39";"T02_20";6;"128 - Soissons";"0.57"
"02072";"Berrieux";"186";"43";"22";"16";"T03_20";6;"036 - Reims";"-0.18"
"02073";"Berry-au-Bac";"670";"158";"109";"39";"T03_20";6;"036 - Reims";"2.08"
"02074";"Bertaucourt-Epourdon";"593";"168";"99";"32";"T02_20";6;"136 - Laon";"-0.61"
"02075";"Berthenicourt";"195";"47";"45";"12";"T02_20";5;"094 - Saint-Quentin";"-0.67"
"02076";"Bertricourt";"152";"48";"17";"2";"T03_20";6;"036 - Reims";"-2.32"
"02077";"Berzy-le-Sec";"379";"89";"76";"21";"T02_20";6;"128 - Soissons";"-0.94"
"02078";"Besmé";"163";"52";"24";"6";"T00_30";6;"N/A - hors champ";"0.84"
"02079";"Besmont";"149";"28";"34";"21";"T01_20";7;"308 - Hirson";"-1.28"
"02080";"Besny-et-Loizy";"333";"63";"80";"27";"T02_20";6;"136 - Laon";"-1.47"
"02081";"Béthancourt-en-Vaux";"434";"113";"53";"31";"T01_20";6;"273 - Chauny";"-2"
"02082";"Beugneux";"110";"30";"11";"10";"T01_20";7;"209 - Château-Thierry";"0"
"02083";"Beuvardes";"750";"186";"113";"54";"T01_20";6;"209 - Château-Thierry";"0.71"
"02084";"Bézu-le-Guéry";"257";"70";"34";"13";"T45_20";6;"001 - Paris";"-0.32"
"02085";"Bézu-Saint-Germain";"1015";"339";"104";"33";"T01_20";5;"209 - Château-Thierry";"0.05"
"02086";"Bichancourt";"1006";"252";"203";"80";"T01_20";5;"273 - Chauny";"-0.99"
"02087";"Bieuxy";"34";"8";"5";"3";"T02_20";7;"128 - Soissons";"2.11"
"02088";"Bièvres";"92";"24";"14";"8";"T02_20";6;"136 - Laon";"5.43"
"02089";"Billy-sur-Aisne";"1148";"255";"269";"134";"T02_20";5;"128 - Soissons";"0.07"
"02090";"Billy-sur-Ourcq";"207";"60";"23";"13";"T45_20";6;"001 - Paris";"-0.55"
"02091";"Blanzy-lès-Fismes";"95";"23";"20";"9";"T03_20";6;"036 - Reims";"-1.34"
"02093";"Blérancourt";"1298";"364";"235";"116";"T00_30";5;"N/A - hors champ";"0.82"
"02094";"Blesmes";"464";"130";"87";"23";"T01_20";4;"209 - Château-Thierry";"2.17"
"02095";"Bohain-en-Vermandois";"5686";"1600";"995";"520";"T01_10";3;"571 - Bohain-en-Vermandois";"-0.19"
"02096";"Bois-lès-Pargny";"197";"50";"30";"11";"T02_20";6;"136 - Laon";"0.34"
"02097";"Boncourt";"256";"62";"41";"17";"T00_30";6;"N/A - hors champ";"-0.19"
"02098";"Bonneil";"379";"96";"67";"27";"T01_20";6;"209 - Château-Thierry";"-0.17"
"02099";"Bonnesvalyn";"221";"59";"29";"7";"T01_20";6;"209 - Château-Thierry";"-1.57"
"02100";"Bony";"138";"40";"18";"7";"T02_20";6;"094 - Saint-Quentin";"0.24"
"02101";"Bosmont-sur-Serre";"192";"52";"36";"23";"T00_30";6;"N/A - hors champ";"-0.92"
"02102";"Bouconville-Vauclair";"191";"61";"29";"11";"T03_20";6;"036 - Reims";"-1.33"
"02103";"Boué";"1339";"355";"268";"106";"T01_10";5;"494 - Le Nouvion-en-Thiérache";"0.79"
"02104";"Bouffignereux";"99";"20";"21";"10";"T03_20";6;"036 - Reims";"-0.66"
"02105";"Bouresches";"196";"53";"37";"18";"T45_20";6;"001 - Paris";"-0.42"
"02106";"Bourg-et-Comin";"810";"197";"120";"133";"T03_20";5;"036 - Reims";"-0.39"
"02107";"Bourguignon-sous-Coucy";"107";"33";"18";"9";"T00_30";6;"N/A - hors champ";"0.97"
"02108";"Bourguignon-sous-Montbavin";"159";"44";"28";"14";"T02_20";6;"136 - Laon";"1.32"
"02109";"La Bouteille";"475";"111";"91";"42";"T01_20";7;"308 - Hirson";"-0.72"
"02110";"Braine";"2235";"527";"349";"311";"T00_30";5;"N/A - hors champ";"-0.11"
"02111";"Brancourt-en-Laonnois";"721";"192";"147";"37";"T00_30";6;"N/A - hors champ";"0.35"
"02112";"Brancourt-le-Grand";"553";"132";"90";"47";"T02_20";6;"094 - Saint-Quentin";"-1.59"
"02114";"Brasles";"1563";"310";"316";"288";"T01_20";4;"209 - Château-Thierry";"1.89"
"02115";"Braye-en-Laonnois";"190";"46";"37";"21";"T00_30";6;"N/A - hors champ";"-2.63"
"02116";"Braye-en-Thiérache";"147";"35";"30";"19";"T01_20";6;"562 - Vervins";"1.81"
"02117";"Bray-Saint-Christophe";"68";"15";"13";"1";"T02_20";7;"094 - Saint-Quentin";"-0.95"
"02118";"Braye";"129";"31";"25";"9";"T02_20";6;"128 - Soissons";"1.5"
"02119";"Brécy";"327";"67";"55";"25";"T01_20";6;"209 - Château-Thierry";"-0.89"
"02120";"Brenelle";"196";"45";"39";"17";"T02_20";6;"128 - Soissons";"0"
"02121";"Breny";"240";"56";"33";"18";"T01_20";6;"209 - Château-Thierry";"-1.13"
"02122";"Brie";"54";"12";"19";"4";"T02_20";7;"136 - Laon";"-0.9"
"02123";"Brissay-Choigny";"301";"70";"59";"25";"T02_20";6;"094 - Saint-Quentin";"0.34"
"02124";"Brissy-Hamégicourt";"651";"145";"155";"47";"T02_20";5;"094 - Saint-Quentin";"0.28"
"02125";"Brumetz";"193";"51";"24";"7";"T45_20";6;"001 - Paris";"-2.08"
"02126";"Brunehamel";"455";"102";"97";"62";"T00_30";6;"N/A - hors champ";"-2.07"
"02127";"Bruyères-sur-Fère";"192";"46";"33";"18";"T01_20";6;"209 - Château-Thierry";"-0.17"
"02128";"Bruyères-et-Montbérault";"1475";"312";"335";"153";"T02_20";5;"136 - Laon";"-0.91"
"02129";"Bruys";"18";"4";"4";"1";"T03_20";7;"036 - Reims";"-1.74"
"02130";"Bucilly";"194";"45";"44";"20";"T01_20";6;"308 - Hirson";"0.89"
"02131";"Bucy-le-Long";"1861";"423";"323";"190";"T02_20";5;"128 - Soissons";"-0.44"
"02132";"Bucy-lès-Cerny";"194";"60";"32";"5";"T02_20";6;"136 - Laon";"-1.08"
"02133";"Bucy-lès-Pierrepont";"404";"102";"61";"37";"T02_20";6;"136 - Laon";"-0.8"
"02134";"Buire";"862";"205";"162";"98";"T01_10";3;"308 - Hirson";"-0.31"
"02135";"Buironfosse";"1157";"268";"220";"126";"T00_30";5;"N/A - hors champ";"-0.55"
"02136";"Burelles";"128";"26";"31";"7";"T00_30";6;"N/A - hors champ";"-0.64"
"02137";"Bussiares";"160";"55";"13";"5";"T45_20";6;"001 - Paris";"4.2"
"02138";"Buzancy";"200";"48";"46";"6";"T02_20";6;"128 - Soissons";"0.86"
"02139";"Caillouël-Crépigny";"442";"104";"101";"25";"T01_20";6;"273 - Chauny";"0.38"
"02140";"Camelin";"456";"128";"84";"32";"T00_30";6;"N/A - hors champ";"0.11"
"02141";"La Capelle";"1778";"384";"355";"231";"T00_30";5;"N/A - hors champ";"-0.45"
"02142";"Castres";"253";"74";"37";"17";"T02_20";6;"094 - Saint-Quentin";"0.81"
"02143";"Le Catelet";"185";"50";"29";"17";"T02_20";6;"094 - Saint-Quentin";"-1.04"
"02144";"Caulaincourt";"144";"43";"19";"7";"T02_20";6;"094 - Saint-Quentin";"0.59"
"02145";"Caumont";"545";"137";"106";"33";"T01_20";6;"273 - Chauny";"-0.72"
"02146";"Celles-lès-Condé";"94";"21";"15";"14";"T00_30";6;"N/A - hors champ";"2.1"
